text,label
"In existing systems, the chip interface allows memory
The controller only performs reading or writing activities
Activities, processors must first read the source data and then write
Results return to memory after performing the operation. This approach is consumed
High latency, bandwidth and energy for activities in large quantities
of data. Some works have proposed techniques to process data near memory by
Add a small amount of logic calculated closer to the main memory chips.
The article, we describe the two techniques proposed by recent works to take this
The approach to processing in more memory by exploiting basic operations
of the main memory technology to perform more complicated tasks. First, we describe
Rowclone, a DRAM technology exploitation mechanism to make a series of copies and
Starting completely within the main memory. Then we describe one
Additional work using dram to perform BitWise and or operate in mass
Inside the main memory, this technique significantly improves performance
and energy efficiency of corresponding activities.",cs
"In this article, we solve the task of segmentation by grasping rich
Context dependence based on self -heart mechanism. Unlike before
The works captured the context by a comprehensive reaction of multi -scale features, we propose a double
Note network (danet) to adapt to local features
Global dependent. We can connect two types of attention
The vertex of traditional FCN, modeling the semantic dependence in
Space size and corresponding channel
Selectly synthesized features at each position by a total weight of
Features in all positions. The same features will be related to each other
Regardless of their distance.
Selective emphasizes interdependent channel map by integrating links
Features among all channel maps. We synthesize the outputs of the two attention
Modules to improve the performance of more contributions
The results are accurate. We achieve a new modern segment
Performance on three sets of challenging segment data, ie, city landscape,
The context of Pascal and Coco Stuff data kit. Especially, the average Iou score is 81.5%
On the CityScapes test set, there is no need to use raw data. We do the code
And the model is trained publicly available at https://github.com/junfu1115/danet",cs
"The recent works of exploiting relations and entities focus on investigating how
Having a better span performed from the encoder is trained first. However, A
The big drawback of existing works is that they ignore the relationship of correlation
Between the beats (pair). In this work, we propose a novel rhythm
The approach, named the packed signs, to consider
The connection between the rhythms (pairing) by packing the strategy of marking points
Coding kit.
Strategy, considering the neighbors lasting in a better way to better model
Inventory boundaries.
Classification tasks, we design a topic -oriented packaging strategy, in which
pack each object and all its objects to model the relationship between
Similar pairs. Test results show that, with
Our marking features and models go to the basis of over six Ner benchmarks and get
Improve strict relationship 4.1% -4.3% at higher speed than before that
Modern models on ACE04 and Ace05.",cs
"  Traffic accidents involving elderly drivers are an issue in a super-aging
society. A quick and low-cost aptitude test is required to reduce the number of
traffic accidents. This study proposed an oddball-serial visual search task
that assesses the individual's performance by his or her responses to the
presence of cued stimuli on the screen. Task difficulty varied by changing the
number of simultaneous stimuli; Accordingly, low performers were detected. In
addition, performance correlated with age. This implies that individual
characteristics related to driving performance that decline with age can be
detected by the proposed task. Since the task requires low-cost devices
(computer and response button), it is feasible for use as a quick and low-cost
aptitude test for elderly drivers.
",cs
"When the observations or interaction of the agent are delayed, classic
Consolidation learning tools often fail. In this article, we propose one
However, new and effective solutions for this problem. We think that, in
The environment is not delayed, an effective policy is known or can be easily learned,
But the mission may be delayed in practice and therefore we want to take them
Go to the account. We present a new algorithm, imitate delay with the data set
Gathering (Dida), built based on mimic learning methods to learn how
Action in an environment that is delayed from protests is not overlooked. We provide A
Theoretical analysis of the method will guide the actual design of
Dida. These results are also concerned in reinforcing the delay
Learning literature by providing the performance limit between delayed and
The mission is non -stop, in smooth conditions. We show the experience that Dida
Achieving high performance with remarkable sample efficiency on many types
Tasks, including robotic mobilization, classical control and transactions.",cs
"  This volume represents the proceedings of the 37th Annual Workshop of the
Austrian Association for Pattern Recognition (\""OAGM/AAPR), held May 23-24,
2013, in Innsbruck, Austria.
",cs
"Double plays an indispensable role in the film industry.
of actors in dangerous stunts or scenes that the same actor plays the role
Many characters. The couple's face is later replaced by the actor's face
and expressions using expensive CGI technology, millions of costs
Dollar and many months to complete. A automatic, cheap and fast way
Can use facial swap techniques for the purpose of exchanging a identity from one
Face Video source (or a picture) for face videos. However, such methods
It is impossible to preserve the source expressions of an important actor for the scene
Background. To solve this challenge, we introduce video-to-video (V2V)
Face swap, a new task of the face -to -face swap (1) identity
and the expressions of the video face the source (actors) and (2) background and
Video of target (double). We propose to face, once swap V2V
The system works by learning a powerful mixing activity to merge two sides
The following video ties above. It reduces the videos into a number
The hidden space and then mix them in a decreasing space. The face is trained in one
How to monitor and strongly solve the non -trivial challenges of V2V
Face changes. As shown in the test, face
Outstanding compared to qualitative and quantitative replacement methods.",cs
"  Policy specification for personal user data is a hard problem, as it depends
on many factors that cannot be predetermined by system developers.
Simultaneously, systems are increasingly relying on users to make security
decisions. In this paper, we propose the approach of Policy by Example (PyBE)
for specifying user-specific security policies. PyBE brings the benefits of the
successful approach of programming by example (PBE) for program synthesis to
the policy specification domain. In PyBE, users provide policy examples that
specify if actions should be allowed or denied in certain scenarios. PyBE then
predicts policy decisions for new scenarios. A key aspect of PyBE is its use of
active learning to enable users to correct potential errors in their policy
specification. To evaluate PyBE's effectiveness, we perform a feasibility study
with expert users. Our study demonstrates that PyBE correctly predicts policies
with 76% accuracy across all users, a significant improvement over naive
approaches. Finally, we investigate the causes of inaccurate predictions to
motivate directions for future research in this promising new domain.
",cs
"  The basic principle of graph rewriting is the stepwise replacement of
subgraphs inside a host graph. A challenge in such replacement steps is the
treatment of the patch graph, consisting of those edges of the host graph that
touch the subgraph, but are not part of it.
  We introduce the patch graph rewriting framework, a visual graph rewriting
language with precise formal semantics. The language has rich expressive power
in two ways. Firstly, rules can flexibly constrain the permitted shapes of
patches touching matching subgraphs. Secondly, rules can freely transform
patches. While the framework is designed to be easy to understand, it subsumes
many approaches to graph rewriting.
",cs
"  We perform numerical simulations of impulsively generated Alfv\'en waves in
an isolated photospheric flux tube, and explore the propagation of these waves
along such magnetic structure that extends from the photosphere, where these
waves are triggered, to the solar corona, and analyze resulting magnetic
shells. Our model of the solar atmosphere is constructed by adopting the
temperature distribution based on the semi-empirical model and specifying the
curved magnetic field lines that constitute the magnetic flux tube which is
rooted in the solar photosphere. The evolution of the solar atmosphere is
described by 3D, ideal magnetohydrodynamic equations that are numerically
solved by the FLASH code. Our numerical simulations reveal, based on the
physical properties of the multi-shell magnetic twisters and the amount of
energy and momentum associated with them, that these multi-shell magnetic
twisters may be responsible for the observed heating of the lower solar corona
and for the formation of solar wind. Moreover, it is likely that the existence
of these twisters can be verified by high-resolution observations.
",astro-ph
"We have observed the continuous emission of galaxy interactive ngC4631 at
0.87 and 1.23mm using Heinrich-Hertz-Telescope on MT.Graham and Iram
The 30 m telescope on Pico Veleta. We have obtained a full map
Optical emission to a radius of about 7 'at both wavelengths.
Detailed analysis, we carefully except for the contributions of the line and
Synchrotron and free emissions from data, increasing to 6% at
1.23mm and 10% at 0.87mm.
obtained dust spectrum and dust temperature, absorbing section,
and the masses. Dust model `` standard `` standard '', including two
The population of large and moderate temperatures, we have obtained
Temperature 18k and 50k for both components. However, such a model
Excessive radiation at 1.23mm and dust absorption
The cross section seems to be enhanced by one element 3 compared to the previous result
and theoretical expectation.
Show the disturbance due to attractive interaction, this effect seems
even stronger. Some of the possibilities to solve these problems are
Discussion.
The temperature of 4-6k, increasing the richness of the particles is very small or
The composition of the particles is abnormal. We support the following
The possibility, from the first two times, leads to inconsistency.",astro-ph
"  ISOCAM extragalactic mid-infrared deep surveys have detected a population of
strong IR emitters ten times more numerous than expected if there were no
evolution from z<0.2 (IRAS) up to the maximum redshift of these galaxies
(z=1.5). The mid-IR cosmic background produced by these galaxies (2.35+/-0.8 nW
m^-2 sr^-1, at 15 microns above 50 microJy) is larger than 30 per cent of the
energy radiated in the I band by the optical galaxies detected in the HDF,
which are two orders of magnitude more numerous. This fraction is much higher
than in the local universe (z<0.2) as probed by IRAS, where all integrated IR
emission from 8 to 1000 microns makes 30 per cent of the optical starlight.
Even assuming a conservative SED, they produce a major contribution to the 140
mu m DIRBE background measured by Hauser et al. (1998, 25.1+/-7 nW m^-2 sr^-1)
and Lagache et al. (1999, 15.3+/-9.5 nW m^ -2 sr^-1). This is both a
confirmation of the strong IR cosmic background that was first detected by
Puget et al. (1996) and the first identification of the galaxies responsible
for a large fraction of this background at 140 microns. We find that these
bright (several 10^11 Lsol) and massive (<M>= 1.5x10^11 Msol) IR galaxies have
a typical redshift of z=0.7 and optical colors similar to field galaxies. The
fraction of galaxies with morphological signs of interactions is larger at
higher redshift. This is consistent with the nature of local luminous IR
galaxies found by IRAS, which often exhibit evidence of galaxy interaction or
merging and indicates that interactions should play a crucial role in the
evolution of galaxies as expected from bottom-up scenarios.
",astro-ph
"  We use HAWK-I, the recently-commissioned near-IR imager on Yepun (VLT-UT4),
to obtain wide-field, high-resolution images of the X-ray luminous galaxy
cluster XMMU J2235.3-2557 in the J and Ks bands, and we use these images to
build a colour-magnitude diagram of cluster galaxies. Galaxies in the core of
the cluster form a tight red sequence with a mean J-Ks colour of 1.9 (Vega
system). The intrinsic scatter in the colour of galaxies that lie on the red
sequence is similar to that measured for galaxies on the red sequence of the
Coma cluster. The slope and location of the red sequence can be modelled by
passively evolving the red sequence of the Coma cluster backwards in time.
Using simple stellar population (SSP) models, we find that galaxies in the core
of XMMU J2235.3-2557 are, even at z=1.39, already 3 Gyr old, corresponding to a
formation redshift of z ~ 4. Outside the core, the intrinsic scatter and the
fraction of galaxies actively forming stars increase substantially. Using SSP
models, we find that most of these galaxies will join the red sequence within
1.5 Gyr. The contrast between galaxies in the cluster core and galaxies in the
cluster outskirts indicates that the red sequence of XMMU J2235.3-2557 is being
built from the dense cluster core outwards.
",astro-ph
"  We present the results from a spectroscopic survey for intervening MgII
absorption in the spectra of 381 background QSOs conducted at the Multiple
Mirror Telescope. This survey complements our earlier SDSS EDR MgII survey,
extending our results to lower redshift ($z \simeq 0.15$) and weaker MgII
$\lambda2796$ rest equivalent width ($W_0^{\lambda2796} \simeq 0.1$\AA). We
confirm two major results from that survey: the transition in the
$W_0^{\lambda2796}$ distribution at $W_0^{\lambda2796} \approx 0.3$\AA, and the
$W_0^{\lambda2796}$-dependent evolution of the incidence of systems. The nature
of $\partial^2N/\partial z \partial W_0^{\lambda2796}$ is consistent with the
idea that multiple physically-distinct components/processes contribute to the
incidence of MgII absorption systems in a $W_0$-dependent manner and evolve at
different rates. A significant decrease in the total proper absorption cross
section is detected in our MMT data for systems as weak as 1.0 \AA $\le
W_0^{\lambda2796} < 1.5$\AA at $z\lesssim 0.4$. We discuss this $W_0$-dependent
evolution in the context of the evolution of galaxy structures, processes
including superwinds and interactions, and damped-Ly$\alpha$ absorbers. We also
consider the possibility that the observed redshift and $W_0^{\lambda2796}$
dependence of the incidence of absorption in spectroscopic surveys for
low-ion/neutral gas results from the effects of dust-induced extinction.
",astro-ph
"Some supernova (SNE) with unusual dense means (CSM)
Recently observed at radio frequency. their radio radiation is
Provided by relatively electrons can be accelerated at SN
shock (principle) or injected in the form of by -products (second) without elasticity
Proton-Proton collision. We investigate the radio signatures from secondary
The electrons, by detailing the semi -analysis model to calculate the time
The development of the distribution of protons, main and secondary electrons.
With our formalism, we monitor the cooling history of all particles
Injected into the emission area up to a certain time and calculation
Radio spectrum results and light curves. Let a SN shock spread through
Formerly the precursor wind, we see that the secondary electrons control the radio early
Signature, but their contribution faster than the main of
Electron.
The frequency depends only on the piercing configurations of CSM density and of
Shocking speed, $ v_0 $.
is $ \ sim 190 \, k _ {\ rm Ep, -3}^{ -1} a _ {\ rm w, 16} \ beta_ {0, -1.5}^{ -2} \, {\ rm
d} $, where $ a _ {\ rm w} $ is the winding load parameter, $ \ beta_0 = v_0/c $ and $ and
$ K _ {\ rm Ep} $ is the electronic ratio on the proton of the particles.
It is clear that the peak time is late at 5 GHz (ie, $ t _ {\ rm PK} \ Gtrsim
300-1000 $ D) Proposing a shockwave spreading in a dense wind ($ A _ {\ rm w}
\ Gtrsim 10^{16} -10^{17} $ grm cm cm $^{ -1} $), where secondary electrons are likely
Maximum emission energy is observed.",astro-ph
"  Studies of the diffuse Galactic radio emission are interesting both for
better understanding the physical conditions in our Galaxy and for minimising
the contamination in cosmological measurements. Motivated by this we present
Cosmic Background Imager 31 GHz observations of the Galactic regions NGC 6357,
NGC 6334, W51 and W40 at $\sim$4$'$.5 resolution and conduct an investigation
of the spectral emission process in the regions at 4$'$.5 and 1$^{\circ}$
resolution. We find that most of the emission in the regions is due to
optically thin free-free. For 2 sub-regions of NGC 6334 and for a sub-region of
W51 though, at 4$'$.5 resolution and at 31 GHz we detect less emission than
expected from extrapolation of radio data at lower frequencies assuming a
spectral index of $-$0.12 for optically thin free-free emission, at
3.3$\sigma$, 3.7$\sigma$ and 6.5$\sigma$ respectively. We also detect excess
emission in a sub-region of NCG 6334 at 6.4$\sigma$, after ruling out any
possible contribution from Ultra Compact HII (UCHII) regions. At 1$^{\circ}$
resolution we detect a spinning dust component in the Spectral Energy
Distribution (SED) of W40 that accounts for 18$\pm$7 % of the total flux
density in the region at the peak frequency of 37 GHz. Comparison with 100
${\rm \mu m}$ data indicate an average dust emissivity for the sub-regions of
$0.5\pm4.4$ $\mu$K(MJy sr$^{-1}$)$^{-1}$. Finally we translate the excess
emission in the regions to an Anomalous Microwave Emission (AME) emissivity
relative to the optical depth at 250 ${\rm \mu m }$. We find that this form of
emissivity is independent of the AME significance and has a value somewhere in
the order of 10$^4$ Jy.
",astro-ph
"  Gamma-ray burst remnants become trans-relativistic typically in days to tens
of days, and they enter the deep Newtonian phase in tens of days to months,
during which the majority of shock-accelerated electrons will no longer be
highly relativistic. However, a small portion of electrons are still
accelerated to ultra-relativistic speeds and capable of emitting synchrotron
radiation. The distribution function for electrons is re-derived here so that
synchrotron emission from these relativistic electrons can be calculated. Based
on the revised model, optical afterglows from both isotropic fireballs and
highly collimated jets are studied numerically, and compared to analytical
results. In the beamed cases, it is found that, in addition to the steepening
due to the edge effect and the lateral expansion effect, the light curves are
universally characterized by a flattening during the deep Newtonian phase.
",astro-ph
"The current number is ~ 500 asteroid model originating from the integrated disk
Photosylast by reversing Lighttcurve allows us to study not only
Vector spin property of the entire MBA, but also of some
Family collision personal. We create a set of data including 152 asteroids
Determined by HCM method is a member of the ten collised families, of the number
They are 31 unique new models originating and 24 new models with good limitations
The extreme latitude of the rotating axes. The remaining models are adopted
Damit database or documents. We modify the preliminary family
Identify membership by HCM method by some
Criteria - Type of classification, color, albedo, maximum maximum of Major yarkovsky
drifting and consistent with the frequency distribution of each family,
And so we eliminate the interlopers. Then we present vector spin
Distribution to eight a planet. We use a combined orb
Spin evolution model to explain the vector spin properties of the objects
Among families colliding. In general, we observe for similarly studied families
The trend in space (A_P, \ Beta): (i) The larger asteroids are in
the closeness of the family center; (ii) asteroids with \ beta> 0 {\ deg}
Often found on the right from the family center; (III) on the other hand,
The planets with \ beta <0 {\ deg} on the left from the center; (iv) Most of the number
The asteroids have extremely large latitudes (| \ beta | \ gtrsim 30 {\ deg});
Finally (v) some families have a planet number of statistical significance
With \ beta> 0 {\ deg} or \ beta <0 {\ DEG}. Our digital burns in the long term
The development of a collision family capable of regenerating well
Vector spin property.
Age of plant families (1.0 \ PM0.5 GYR) and Koronis (2.5-4 gyr).",astro-ph
"Observing the radio of the Galaxy clusters shows the word $ \ mu $ g word
The fields absorbed into the internal environment (ICM), but it is difficult
Limiting the power and structure of the magnetic field without the help of
Advanced computer simulation. We present the qualitative comparisons of synthesis
Observe the VLA of the simulated galaxies to observe Faraday's radio
Rotation measurement (RM) and radio halos. The formation of the cluster is modeled by use
Simulation simulation from adaptive grid (AMR) (MHD) with
Assume that the original magnetic fields were put into ICM by operating
Thien Ha nucleus (AgN) in high redness. In addition to the simulation clusters
Xu et al. (2010, 2011), we present a new simulation with the magnetic field
Injected from many Agns. We see that the cluster has many injections
Source from transformed to a level similar to previous simulation with one
AgN single. RM records from simulation clusters, $ |RM |$ and
The dispersion of RM ($ \ sigma_ {RM} $), the most suitable
Pathematical distribution from observations. The correlation between
$ \ sigma_ {RM} $ and X -ray surface brightness from simulation
Agreement with observations, although there is a sign that
Simulation clusters may be too dense and less magnetized
Respect the people in the observation model. In addition, Halos Radio simulated
Agree with the correlation observed between the radio capacity compared to the cluster
X -ray and between radio energy compared to the size of the radio.
Studies show that clustered magnetic fields originate from AgN and
It was then amplified by ICM disturbances (Xu et al. 2010) in accordance with the observations of
The magnetic field in the galaxy clusters.",astro-ph
"  Traditional searches for radio pulsars have targeted individual small regions
such as supernova remnants or globular clusters, or have covered large
contiguous regions of the sky. None of these searches has been specifically
directed towards giant supershells, some of which are likely to have been
produced by multiple supernova (SN) explosions from an OB association. Here we
perform a Montecarlo simulation of the pulsar population associated with
supershells powered by multiple SNe. We predict that several tens of radio
pulsars could be detected with current instruments associated with the largest
Galactic supershells (with kinetic energies >~ 10^{53} ergs), and a few pulsars
with the smaller ones. We test these predictions for some of the supershells
which lie in regions covered by past pulsar surveys. For the smaller
supershells, our results are consistent with the few detected pulsars per
bubble. For the giant supershell GSH 242-03+37, we find the multiple SN
hypothesis inconsistent with current data at the 95% level. We stress the
importance of undertaking deep pulsar surveys in correlation with supershells.
Failure to detect any pulsar enhancement in the largest of them would put
serious constraints on the multiple SN origin for them. Conversely, the
discovery of the pulsar population associated with a supershell would allow a
different/independent approach to the study of pulsar properties.
",astro-ph
"  Significant historic cosmic evolution for the formation rate of stellar black
holes is inferred from current theoretical models of the evolution of massive
stars, the multiple observations of compact stellar remnants in the near and
distant universe, and the cosmic chemical evolution. The mean mass of stellar
black holes, the fraction of black holes/neutron stars, and the fraction of
black hole high mass X-ray binaries (BH-HMXBs)/solitary black holes increase
with redshift. The energetic feedback from large populations of BH-HMXBs form
in the first generations of star burst galaxies has been overlooked in most
cosmological models of the reionization epoch of the universe. The powerful
radiation, jets, and winds from BH-HMXBs heat the intergalactic medium over
large volumes of space and keep it ionized until AGN take over. It is concluded
that stellar black holes constrained the properties of the faintest galaxies at
high redshifts. I present here the theoretical and observational grounds for
the historic cosmic evolution of stellar black holes. Detailed calculations on
their cosmic impact are presented elsewhere (Mirabel, Dijkstra, Laurent, Loeb,
Pritchard, 2011).
",astro-ph
"The Internet has been used to transmit data in radio astronomy since then
Its beginning; but only recently the ability to bandage network
This means that the Internet becomes competitive with traditional data forms
Warehouse.
Astronomical glass between high bandwidths has not been high
The feasible until recently. Academic networks now allow us to connect
Data speed (~ 1Gbps) in ""EVLBI"". Eslea project (conversion exploitation
Lightpaths for electronic science applications) has played a key role
EVLBI development. We sketched this development in this article.",astro-ph
"We consider outside the data of a black dilaton in the DE
Sitters universe. We study the movement of a test particles in this figure.
The preserved number is determined and the Hamilton-Jacobi method is used
For the solutions of the moving equations. At large distance from black
The hubble expansion hole of the universe is so effective
These binding trajectors can exist to the upper limit of the upper angular momentum
The volume for the testing particles to turn around. Then we study the strong phenomenon
The gravity of the field by these black holes by expanding the standard
Formalism of strong lenses for scrapers with no flat surface
Data.
Data coefficients.",astro-ph
"  Context. Synthetic model atmosphere calculations are still the most commonly
used tool when determining precise stellar parameters and stellar chemical
compositions. Besides three-dimensional models that consistently solve for
hydrodynamic processes, one-dimensional models that use an approximation for
convective energy transport play the major role.
  Aims. We use modern Balmer-line formation theory as well as spectral energy
distribution (SED) measurements for the Sun and Procyon to calibrate the model
parameter {\alpha} that describes the efficiency of convection in our 1D
models. Convection was calibrated over a significant range in parameter space,
reaching from F-K along the main sequence and sampling the turnoff and giant
branch over a wide range of metallicities. This calibration was compared to
theoretical evaluations and allowed an accurate modeling of stellar
atmospheres.
  Methods. We used Balmer-line fitting and SED fits to determine the convective
efficiency parameter {\alpha}. Both methods are sensitive to the structure and
temperature stratification of the deeper photosphere.
  Results. While SED fits do not allow a precise determination of the
convective parameter for the Sun and Procyon, they both favor values
significantly higher than 1.0. Balmer-line fitting, which we find to be more
sensitive, suggests that the convective efficiency parameter {\alpha} is
$\approx$ 2.0 for the main sequence and quickly decreases to $\approx$ 1.0 for
evolved stars. These results are highly consistent with predictions from 3D
models. While the values on the main sequence fit predictions very well,
measurements suggest that the decrease of convective efficiency as stars evolve
to the giant branch is more dramatic than predicted by models.
",astro-ph
"(shortened) We investigate the attributes of Galactic Wr and
The environment to identify evolutionary channels can lead to the formation of
LGRB. For this purpose, we translate the information available above
Prussia, presence of CS Ejecta and CS
The velocity in the environment of the stars Galactic Wr. We use linear
Lineages as an indicator of the rotation, nebular morphology as a
The index of Ejecta models and velocity in UV absorption features AS
An index of speed in the communist environment. We see that
~ 23% of Wr stars with ""Nebulae Ejecta can"" dominate the WR population
The stars have the spectrum signature of the rotation, while the WR stars do not have
Nebulae such only rarely shows the rotation.
The objects are most likely in the first stage after the previous RSG or LBV,
and has not lost the angular moment due to the loss of strong volume
In the WR. From their optical time, we estimate the rotating parameters
Omega range = 0.04 ... 0.25, corresponding to the moderate rotation speed of
36 ... 120 km/s. These values ​​are very uncertain, but comply
Requires surface angle for the precursors of LGRB. Our results indicate
That, in the galaxy, mainly the WR ""Young"" stars immediately after the show of the RSG/LBV phase
Spectral signature of the rotation. Their rotation ratio is therefore
Able to be enhanced related to the majority of Wr Thien Ha stars
The moment the specific surface corner of their estimates, a group of stars booming
During this period, you can represent an evolutionary channel towards LGRB at a high level
Metal, comparable to galaxy.",astro-ph
"We systematically research almost 0.1-1200 Hz (QPO)
and wide noise components observed in the power spectrum of no pulse
Neutron-Star and low volume X-ray binary with low volume. We show that of these.
The components we can identify two, occur on a series of sources and
Luminosits, with a frequency of close relationships.
The components related to this correlation include Neutron-Star Kilohertz QPO and
Horizontal fluctuations, as well as QPOS and noise of black holes
Ingredients. Our results show that similar types of variables may occur in
Both neutron-star systems and black holes are on three large steps
Frequency and with widely different but systematic combination.
This hypothesis will strongly limit the theoretical models of these models
The phenomenon and providing additional clues to understand their nature.",astro-ph
"Statistics of primitive disturbance is a common assumption
The universe, but it is a assumption that should be tested. In the end, we
Development of cosmic microwave for original energy spectrum
That depends on the direction, as well as the magnitude of Fourier
Wave. First, we consider a simple search tool in one
How to independently of the model for the square of temperature (and/or
Polarization) fluctuations
For the coefficients of spherical and humorous expansion
The dependence of the primitive power spectrum. To illustrate, we apply
These statistics for inflation model with four times dependence of
Primary power in the direction and seeing that a four -power pole is
Small as 2.0% can be detected with Planck satellite.",astro-ph
"  We describe the implementation of the shearingbox approach into the
Godunov-type central-upwind/constraint-transport magnetohydrodynamics code
NIRVANA. This will allow for applications which require sheared-periodic
boundary conditions as typically used in local Cartesian simulations of
differentially rotating systems. We present the algorithm in detail and discuss
necessary modifications in the numerical fluxes in order to preserve conserved
quantities and to fulfill other analytical constraints as good as seem feasible
within the numerical scheme. We check the source terms which come with the
shearingbox formulation by investigating the conservation of the epicyclic mode
energy. We also perform more realistic simulations of the magneto-rotational
instability with initial zero-net-flux vertical magnetic field and compare the
obtained stresses and energetics with previous non-conservative results
exploring the same parameter regime.
",astro-ph
"  When the accretion disc around a weakly magnetised neutron star (NS) meets
the stellar surface, it should brake down to match the rotation of the NS,
forming a boundary layer. As the mechanisms potentially responsible for this
braking are apparently inefficient, it is reasonable to consider this layer as
a spreading layer (SL) with negligible radial extent and structure. We perform
hydrodynamical 2D spectral simulations of an SL, considering the disc as a
source of matter and angular momentum. Interaction of new, rapidly rotating
matter with the pre-existing, relatively slow material co-rotating with the
star leads to instabilities capable of transferring angular momentum and
creating variability on dynamical timescales. For small accretion rates, we
find that the SL is unstable for heating instability that disrupts the initial
latitudinal symmetry and produces large deviations between the two hemispheres.
This instability also results in breaking of the axial symmetry as coherent
flow structures are formed and escape from the SL intermittently. At enhanced
accretion rates, the SL is prone to shearing instability and acts as a source
of oblique waves that propagate towards the poles, leading to patterns that
again break the axial symmetry. We compute artificial light curves of an SL
viewed at different inclination angles. Most of the simulated light curves show
oscillations at frequencies close to 1kHz. We interpret these oscillations as
inertial modes excited by shear instabilities near the boundary of the SL.
Their frequencies, dependence on flux, and amplitude variations can explain the
high-frequency pair quasi-periodic oscillations observed in many low-mass X-ray
binaries.
",astro-ph
"  We analyze spectropolarimetric data of the He I 1083~nm multiplet
($1s2s~^3\!S_1 - 1s2p~^3\!P^o_{2,1,0}$) during the X1 flare
SOL2014-03-29T17:48, obtained with the Facility Infrared Spectrometer (FIRS) at
the Dunn Solar Telescope. While scanning active region NOAA 12017, the FIRS
slit crossed a flare ribbon during the impulsive phase, when the helium line
intensities turned into emission at $<$ twice the continuum intensity. Their
linear polarization profiles are of the same sign across the multiplet
including 1082.9 nm, intensity-like, at $<5$\% of the continuum intensity.
Weaker Zeeman-induced linear polarization is also observed. Only the strongest
linear polarization coincides with hard X-ray (HXR) emission at 30-70 keV
observed by the Reuven Ramaty High Energy Solar Spectroscope Imager. The
polarization is generally more extended and lasts longer than the HXR emission.
The upper $J=0$ level of the 1082.9~nm component is unpolarizable, thus lower
level polarization is the culprit. We make non-LTE radiative transfer
calculations in thermal slabs optimized to fit only intensities. The linear
polarizations are naturally reproduced, through a systematic change of sign
with wavelength of the radiation anisotropy when slab optical depths of the
1082.9 component are $< 1$. Collisions with beams of particles are neither
needed nor can they produce the same sign of polarization of the 1082.9 and
1083.0 nm components. The He I line polarization merely requires heating
sufficient to produce slabs of the required thickness. Widely different
polarizations of H$\alpha$, reported previously, are explained by different
radiative anisotropies arising from slabs of different optical depths.
",astro-ph
"  Radio-loud quasars at high redshift (z > 4) are rare objects in the Universe
and rarely observed with Very Long Baseline Interferometry (VLBI). But some of
them have flux density sufficiently high for monitoring of their apparent
position. The instability of the astrometric positions could be linked to the
astrophysical process in the jetted active galactic nuclei in the early
Universe. Regular observations of the high-redshift quasars are used for
estimating their apparent proper motion over several years. We have undertaken
regular VLBI observations of several high-redshift quasars at 2.3 GHz (S band)
and 8.4 GHz (X band) with a network of five radio telescopes: 40-m Yebes
(Spain), 25-m Sheshan (China), and three 32-m telescopes of the Quasar VLBI
Network (Russia) -- Svetloe, Zelenchukskaya, and Badary. Additional facilities
joined this network occasionally. The sources have also been observed in three
sessions with the European VLBI Network (EVN) in 2018--2019 and one Long
Baseline Array (LBA) experiment in 2018. In addition, several experiments
conducted with the Very Long Baseline Array (VLBA) in 2017--2018were used to
improve the time sampling and the statistics. Based on these 37 astrometric
VLBI experiments between 2017 and 2021, we estimated the apparent proper
motions of four quasars: 0901+697, 1428+422, 1508+572, and 2101+600.
",astro-ph
"  We present a multiwavelength analysis of the prominent active galaxy NGC1365,
in particular looking at the radio and X-ray properties of the central regions
of the galaxy.
  We analyse ROSAT observations of NGC1365, and discuss recent ASCA results. In
addition to a number of point sources in the vicinity of NGC1365, we find a
region of X-ray emission extending along the central bar of the galaxy,
combined with an emission peak near the centre of the galaxy. This X-ray
emission is centred on the optical/radio nucleus, but is spatially extended.
The X-ray spectrum can be well fitted by a thermal plasma model, with
kT=0.6-0.8keV and a low local absorbing column. The thermal spectrum is
suggestive of starburst emission rather than emission from a central
black-hole.
  The ATCA radio observations show a number of hotspots, located in a ring
around a weak radio nucleus. Synchrotron emission from electrons accelerated by
supernovae and supernova remnants (SNRs) is the likely origin of these
hotspots. The radio nucleus has a steep spectrum, indicative perhaps of an AGN
or SNRs. The evidence for a jet emanating from the nucleus is at best marginal.
The extent of the radio ring is comparable to the extended central X-ray
source.
",astro-ph
